contractor_id,contractor_name,specialization,district,rating,tier,years_in_business,gst_number,mobile_number,email,active_contracts,completion_rate_percent,status,area_sq_ft,predicted_contract_amount_inr
VEN0308,Shree Electrical Infra,Furniture,Kutch,5.0,Gold,5,24UDNWP8035J1ZR,9200371867,shreeelectricalinfra@gmail.com,146,99,Active,537,19540
VEN0309,Green Pest Control Maintenance,Cleaning,Jamnagar,3.8,Bronze,23,24DJTBS9726W1ZO,9197524988,greenpestcontrolmaintenance@gmail.com,83,82,Active,4085,33650
VEN0310,Om Electrical Solutions,Electrical,Bhavnagar,4.6,Silver,20,24BTOMW9457P1ZP,9598646977,omelectricalsolutions@gmail.com,141,91,Active,3996,115920
VEN0311,Royal Landscaping Maintenance,Pest Control,Bhavnagar,3.7,Bronze,23,24YTXEJ1304F1ZL,9936888242,royallandscapingmaintenance@gmail.com,5,98,Active,780,4870
VEN0312,Green Furniture Engineers,Landscaping,Surat,4.9,Gold,16,24XWBAL2137M1ZL,9041584907,greenfurnitureengineers@gmail.com,69,87,Active,3697,53850
VEN0313,Elite HVAC Works,HVAC,Bhavnagar,4.0,Bronze,19,24VCLVE3438G1ZD,9103791146,elitehvacworks@gmail.com,73,83,Active,4304,92320
VEN0314,Skyline Pest Control Associates,Plumbing,Mehsana,4.3,Silver,14,24NYVKC1015Y1ZV,9263974247,skylinepestcontrolassociates@gmail.com,68,99,Active,208,4790
VEN0315,Prime Landscaping Enterprises,Electrical,Bharuch,3.9,Bronze,24,24GVFSV7519S1ZU,9621099460,primelandscapingenterprises@gmail.com,18,92,Active,1899,54660
VEN0316,Skyline Landscaping Engineers,Furniture,Anand,4.6,Silver,12,24LBLBC3972B1ZF,9007249119,skylinelandscapingengineers@gmail.com,98,90,Active,643,23370
VEN0317,Gujarat Electrical Solutions,Landscaping,Jamnagar,4.5,Silver,12,24JVTPP2250D1ZE,9660988140,gujaratelectricalsolutions@gmail.com,144,99,Active,13846,205750
VEN0318,Reliable Painting Care,Furniture,Jamnagar,5.0,Gold,3,24DKSXT8533U1ZW,9144597129,reliablepaintingcare@gmail.com,79,81,Active,1707,60470
VEN0319,Sai Furniture Infra,Landscaping,Vadodara,4.3,Silver,7,24LNOKP2055A1ZZ,9557282212,saifurnitureinfra@gmail.com,141,87,Active,8454,122430
VEN0320,Gujarat Cleaning Enterprises,Painting,Jamnagar,4.9,Gold,10,24WBZZF1669K1ZC,9982182960,gujaratcleaningenterprises@gmail.com,96,87,Active,2836,53240
VEN0321,Shree Landscaping Maintenance,HVAC,Bharuch,3.7,Bronze,22,24QOVFG5871H1ZX,9739011814,shreelandscapingmaintenance@gmail.com,51,89,Active,4665,106370
VEN0322,Crystal HVAC Maintenance,Plumbing,Vadodara,3.9,Bronze,15,24GXZCN7863A1ZD,9876020160,crystalhvacmaintenance@gmail.com,7,83,Active,3053,76760
VEN0323,Eco Plumbing Care,Pest Control,Bhavnagar,4.7,Gold,11,24IEBRQ1812Q1ZN,9190416283,ecoplumbingcare@gmail.com,33,95,Active,6284,38880
VEN0324,Crystal Electrical Facility Management,Painting,Junagadh,3.7,Bronze,4,24QDYXX6155V1ZN,9163831969,crystalelectricalfacilitymanagement@gmail.com,24,80,Active,5052,94400
VEN0325,Prime Plumbing Works,Pest Control,Morbi,3.8,Bronze,4,24CLSDI1734P1ZW,9966199355,primeplumbingworks@gmail.com,131,97,Active,5722,32700
VEN0326,Sunrise Furniture Infra,HVAC,Anand,3.7,Bronze,24,24CJFWJ4119L1ZY,9821899280,sunrisefurnitureinfra@gmail.com,40,83,Active,7085,159560
VEN0327,Skyline Security Services,Water Tank Cleaning,Vadodara,4.6,Silver,17,24VWAJC0581F1ZP,9776243762,skylinesecurityservices@gmail.com,44,81,Active,4786,37650
VEN0328,Secure Plumbing Services,HVAC,Valsad,4.2,Silver,19,24SGOHF9203E1ZX,9262175884,secureplumbingservices@gmail.com,85,92,Active,2468,56640
VEN0329,Green Plumbing Services,HVAC,Gandhinagar,4.7,Gold,10,24CCPWA2505Y1ZJ,9129205094,greenplumbingservices@gmail.com,17,90,Active,2755,62440
VEN0330,Modern Painting Infra,Security,Kutch,4.3,Silver,25,24JDRIX5570Z1ZM,9480160692,modernpaintinginfra@gmail.com,60,84,Active,5361,66670
VEN0331,Crystal Landscaping Associates,Water Tank Cleaning,Mehsana,5.0,Gold,16,24UIJWL8732T1ZT,9016481859,crystallandscapingassociates@gmail.com,27,95,Active,2583,21310
VEN0332,Crystal Painting Enterprises,Water Tank Cleaning,Junagadh,3.7,Bronze,13,24CEUGM2861D1ZS,9432466456,crystalpaintingenterprises@gmail.com,85,91,Active,1279,9990
VEN0333,Om HVAC Associates,Cleaning,Surat,4.2,Silver,25,24USOEC3582O1ZV,9046940799,omhvacassociates@gmail.com,115,86,Active,1299,10690
VEN0334,Reliable Security Maintenance,Pest Control,Rajkot,4.3,Silver,10,24LOYDF5970Z1ZL,9792207421,reliablesecuritymaintenance@gmail.com,41,82,Active,6427,37050
VEN0335,A1 HVAC Solutions,Pest Control,Patan,4.0,Bronze,18,24FXEBX4921N1ZP,9461636307,a1hvacsolutions@gmail.com,55,82,Active,2869,17850
VEN0336,Prime Security Works,Pest Control,Jamnagar,3.6,Bronze,17,24WCZKN0481O1ZU,9902945133,primesecurityworks@gmail.com,53,98,Active,768,4770
VEN0337,Secure Electrical Care,Pest Control,Patan,4.5,Silver,15,24JVLZI9435F1ZR,9426667990,secureelectricalcare@gmail.com,27,83,Active,710,4140
VEN0338,Om Cleaning Maintenance,Electrical,Morbi,4.9,Gold,25,24TYCLP0242O1ZR,9314199487,omcleaningmaintenance@gmail.com,106,80,Active,2692,77760
VEN0339,Modern Furniture Associates,Painting,Navsari,4.0,Bronze,15,24RAXAA7857K1ZK,9154536309,modernfurnitureassociates@gmail.com,114,84,Active,4405,78980
VEN0340,Green Plumbing Infra,Landscaping,Bhavnagar,4.9,Gold,15,24GSDDP3798F1ZK,9204650790,greenplumbinginfra@gmail.com,102,80,Active,9238,135870
VEN0341,Prime Pest Control Works,Furniture,Navsari,3.9,Bronze,8,24NGUUU6296U1ZS,9819112108,primepestcontrolworks@gmail.com,58,92,Active,1982,71420
VEN0342,Metro Pest Control Services,Pest Control,Vadodara,4.2,Silver,8,24RJIXV1015T1ZB,9133950521,metropestcontrolservices@gmail.com,12,97,Active,7285,42520
VEN0343,Shree Landscaping Associates,Furniture,Junagadh,4.7,Gold,5,24XADCR1210W1ZR,9648499218,shreelandscapingassociates@gmail.com,76,92,Active,1187,39570
VEN0344,Metro Water Tank Cleaning Maintenance,Furniture,Morbi,4.0,Bronze,15,24WLTVQ6453U1ZC,9489246895,metrowatertankcleaningmaintenance@gmail.com,106,80,Active,422,14320
VEN0345,Metro Plumbing Works,Plumbing,Junagadh,4.2,Silver,9,24BRJUD3034Z1ZK,9853651268,metroplumbingworks@gmail.com,24,98,Active,432,10190
VEN0346,Skyline HVAC Works,Furniture,Gandhinagar,4.7,Gold,3,24UMZKD1335J1ZA,9689928489,skylinehvacworks@gmail.com,15,90,Active,1140,41350
VEN0347,Metro HVAC Engineers,Security,Kutch,4.0,Bronze,4,24OIPKS4891L1ZT,9128198720,metrohvacengineers@gmail.com,99,97,Active,1812,22760
VEN0348,Shree Cleaning Engineers,Cleaning,Rajkot,4.8,Gold,3,24YBIPV2114E1ZK,9878944155,shreecleaningengineers@gmail.com,130,88,Active,2322,18170
VEN0349,Reliable Pest Control Facility Management,Painting,Vadodara,3.7,Bronze,13,24OWRTF0900G1ZO,9811255873,reliablepestcontrolfacilitymanagement@gmail.com,121,84,Active,1061,19370
VEN0350,Secure Electrical Enterprises,Security,Kutch,3.9,Bronze,16,24WNUEH1386E1ZO,9872810642,secureelectricalenterprises@gmail.com,145,82,Active,1613,19160
VEN0351,Modern HVAC Facility Management,Landscaping,Patan,3.8,Bronze,18,24ILJBJ9111I1ZQ,9651021185,modernhvacfacilitymanagement@gmail.com,66,82,Active,12062,189640
VEN0352,Royal Water Tank Cleaning Infra,Electrical,Anand,4.1,Bronze,25,24VRMEF6720F1ZQ,9967861613,royalwatertankcleaninginfra@gmail.com,121,84,Active,3830,107630
VEN0353,Reliable Cleaning Enterprises,Electrical,Bhavnagar,5.0,Gold,23,24TAJMA8400V1ZJ,9851103747,reliablecleaningenterprises@gmail.com,144,88,Active,1263,36920
VEN0354,Elite Painting Works,Security,Navsari,4.2,Silver,24,24INRWV4256E1ZN,9861427937,elitepaintingworks@gmail.com,54,92,Active,7115,82100
VEN0355,Metro Painting Associates,Pest Control,Bhavnagar,4.9,Gold,10,24XJIPY2157T1ZD,9449729464,metropaintingassociates@gmail.com,43,96,Active,1282,8050
VEN0356,Gujarat Water Tank Cleaning Associates,Painting,Morbi,4.5,Silver,11,24BHLFV1403A1ZB,9232867102,gujaratwatertankcleaningassociates@gmail.com,55,93,Active,5166,90000
VEN0357,Sai Pest Control Works,HVAC,Patan,3.9,Bronze,14,24ZCGHI5635V1ZY,9115305653,saipestcontrolworks@gmail.com,116,83,Active,3216,74020
VEN0358,Prime Landscaping Care,Landscaping,Junagadh,4.6,Silver,16,24JMYLX0701J1ZZ,9251552734,primelandscapingcare@gmail.com,6,94,Active,10485,153590
VEN0359,Secure Pest Control Services,Painting,Rajkot,3.7,Bronze,12,24PVORW1557W1ZG,9559186167,securepestcontrolservices@gmail.com,6,95,Active,5370,92870
VEN0360,Eco Electrical Solutions,Water Tank Cleaning,Rajkot,3.6,Bronze,18,24CFMVL0149H1ZR,9264611017,ecoelectricalsolutions@gmail.com,66,85,Active,1125,8940
VEN0361,Secure Landscaping Facility Management,Painting,Navsari,4.3,Silver,23,24CPJHK7481J1ZO,9135066493,securelandscapingfacilitymanagement@gmail.com,40,94,Active,5573,102610
VEN0362,Urban Painting Services,Security,Gandhinagar,5.0,Gold,13,24XNNED6548E1ZI,9769084961,urbanpaintingservices@gmail.com,134,96,Active,1843,21700
VEN0363,A1 Plumbing Works,Water Tank Cleaning,Junagadh,4.4,Silver,20,24QKBWE0194Y1ZH,9987281874,a1plumbingworks@gmail.com,21,81,Active,4234,34230
VEN0364,A1 Electrical Services,Electrical,Valsad,4.8,Gold,13,24PVYIS3951I1ZP,9422188156,a1electricalservices@gmail.com,29,86,Active,2992,83870
VEN0365,Sai Plumbing Services,HVAC,Vadodara,4.1,Bronze,12,24ESXQM8543T1ZR,9884685151,saiplumbingservices@gmail.com,132,87,Active,5981,130070
VEN0366,Sai Water Tank Cleaning Associates,Furniture,Navsari,4.1,Bronze,10,24KJWEH5256J1ZM,9658599604,saiwatertankcleaningassociates@gmail.com,56,90,Active,1257,44330
VEN0367,Sai Plumbing Facility Management,Security,Surat,4.4,Silver,9,24MUOPV8304X1ZT,9984171423,saiplumbingfacilitymanagement@gmail.com,127,89,Active,9065,106110
VEN0368,Royal Cleaning Services,Furniture,Kutch,3.6,Bronze,23,24RAMKJ1751D1ZT,9931402527,royalcleaningservices@gmail.com,142,98,Active,747,26690
VEN0369,Sai Cleaning Facility Management,Electrical,Surat,4.7,Gold,6,24LHIPX9136V1ZC,9092788843,saicleaningfacilitymanagement@gmail.com,98,97,Active,1368,36400
VEN0370,A1 Security Associates,Cleaning,Junagadh,4.3,Silver,15,24SQHFD9272L1ZX,9819664140,a1securityassociates@gmail.com,76,98,Active,2473,20630
VEN0371,Green Painting Solutions,Water Tank Cleaning,Kutch,3.7,Bronze,17,24AJLFJ6560Y1ZL,9997382720,greenpaintingsolutions@gmail.com,116,93,Active,3373,27090
VEN0372,Sai Electrical Associates,Painting,Valsad,4.1,Bronze,15,24OONEJ7910Z1ZV,9902533636,saielectricalassociates@gmail.com,8,83,Active,2455,45160
VEN0373,Gujarat Water Tank Cleaning Works,Plumbing,Valsad,4.8,Gold,16,24AAAJQ5450T1ZR,9301728161,gujaratwatertankcleaningworks@gmail.com,17,87,Active,1287,31640
VEN0374,Metro Cleaning Enterprises,Pest Control,Mehsana,4.6,Silver,3,24OFYZZ0885B1ZT,9215102586,metrocleaningenterprises@gmail.com,23,93,Active,3542,21610
VEN0375,Gujarat Plumbing Services,Security,Mehsana,4.1,Bronze,15,24XJYHA3215D1ZT,9237777935,gujaratplumbingservices@gmail.com,43,92,Active,2644,31300
VEN0376,Om Electrical Facility Management,Water Tank Cleaning,Patan,4.4,Silver,19,24TWNBM5428J1ZH,9379239649,omelectricalfacilitymanagement@gmail.com,109,91,Active,3257,24940
VEN0377,Om Security Associates,Security,Morbi,4.3,Silver,21,24FUFVZ9296V1ZE,9673145148,omsecurityassociates@gmail.com,55,85,Active,7991,97470
VEN0378,Sunrise Pest Control Solutions,Cleaning,Patan,3.8,Bronze,2,24RZDWX9345W1ZJ,9188569073,sunrisepestcontrolsolutions@gmail.com,119,93,Active,3390,26660
VEN0379,Urban HVAC Engineers,Plumbing,Bhavnagar,4.7,Gold,25,24TXYCX5363O1ZF,9559023585,urbanhvacengineers@gmail.com,114,89,Active,3279,77230
VEN0380,Crystal Plumbing Services,Furniture,Patan,4.7,Gold,18,24HWIJE2421I1ZT,9796128709,crystalplumbingservices@gmail.com,143,97,Active,248,8980
VEN0381,Eco Cleaning Care,Cleaning,Junagadh,4.8,Gold,8,24HYLLD4979D1ZO,9840126987,ecocleaningcare@gmail.com,61,82,Active,876,7160
VEN0382,Reliable Plumbing Associates,Pest Control,Vadodara,4.1,Bronze,24,24RXACS5158U1ZB,9962582144,reliableplumbingassociates@gmail.com,52,95,Active,4054,23840
VEN0383,Gujarat Plumbing Facility Management,Electrical,Gandhinagar,4.5,Silver,2,24LMPSB6662L1ZP,9598886465,gujaratplumbingfacilitymanagement@gmail.com,144,95,Active,2844,78110
VEN0384,Gujarat Electrical Facility Management,Painting,Patan,3.8,Bronze,16,24IRDMI1677P1ZZ,9866022845,gujaratelectricalfacilitymanagement@gmail.com,87,88,Active,5112,91170
VEN0385,Reliable HVAC Infra,HVAC,Kutch,4.7,Gold,10,24XGSIV3451G1ZY,9696360780,reliablehvacinfra@gmail.com,90,91,Active,2019,43980
VEN0386,Sunrise Electrical Services,Security,Gandhinagar,4.3,Silver,7,24VKSHE3452A1ZB,9875570206,sunriseelectricalservices@gmail.com,68,81,Active,1700,19980
VEN0387,A1 Electrical Infra,Plumbing,Bharuch,4.5,Silver,4,24BNSTA7590S1ZZ,9388747340,a1electricalinfra@gmail.com,125,92,Active,2402,55500
VEN0388,Gujarat HVAC Solutions,HVAC,Bharuch,3.9,Bronze,17,24HSNJZ7977O1ZH,9507441316,gujarathvacsolutions@gmail.com,26,83,Active,2946,64300
VEN0389,Sunrise Plumbing Facility Management,Pest Control,Anand,4.8,Gold,4,24DQMSO2723K1ZE,9065822544,sunriseplumbingfacilitymanagement@gmail.com,65,90,Active,4444,27840
VEN0390,Urban Pest Control Associates,Electrical,Rajkot,4.4,Silver,15,24SJTET1490N1ZP,9184753242,urbanpestcontrolassociates@gmail.com,74,96,Active,1386,39500
VEN0391,Reliable Water Tank Cleaning Works,Plumbing,Jamnagar,4.4,Silver,11,24NFPSN2499X1ZE,9174314907,reliablewatertankcleaningworks@gmail.com,56,83,Active,742,18530
VEN0392,Sunrise Pest Control Works,Water Tank Cleaning,Valsad,3.7,Bronze,21,24EJOFQ9288S1ZX,9364256017,sunrisepestcontrolworks@gmail.com,76,85,Active,3659,29610
VEN0393,Prime Landscaping Maintenance,HVAC,Mehsana,4.5,Silver,20,24UPHUW6417G1ZC,9961400918,primelandscapingmaintenance@gmail.com,113,95,Active,1763,38010
VEN0394,Reliable Painting Associates,Furniture,Kutch,4.7,Gold,14,24USJVI0621U1ZI,9785476543,reliablepaintingassociates@gmail.com,11,91,Active,1900,66820
VEN0395,Urban Security Infra,Landscaping,Gandhinagar,3.9,Bronze,14,24JYZFJ1539I1ZQ,9960240626,urbansecurityinfra@gmail.com,12,95,Active,5002,71280
VEN0396,Elite Landscaping Solutions,Cleaning,Jamnagar,3.7,Bronze,24,24TWDKV0600R1ZI,9916088379,elitelandscapingsolutions@gmail.com,98,96,Active,3827,29960
VEN0397,Shree HVAC Infra,Cleaning,Vadodara,4.8,Gold,8,24VNSCL2151X1ZA,9351480909,shreehvacinfra@gmail.com,51,82,Active,3134,24900
VEN0398,Crystal Security Maintenance,Cleaning,Bhavnagar,4.5,Silver,2,24FJCSG8691Y1ZX,9107113218,crystalsecuritymaintenance@gmail.com,50,89,Active,2092,16870
VEN0399,A1 Pest Control Engineers,Security,Junagadh,3.7,Bronze,13,24UNVRE9515W1ZN,9387265870,a1pestcontrolengineers@gmail.com,58,88,Active,7679,93570
VEN0400,Eco Pest Control Engineers,Electrical,Bhavnagar,3.6,Bronze,17,24DPJJP0768A1ZF,9436193410,ecopestcontrolengineers@gmail.com,121,98,Active,3715,103660
VEN0401,Skyline HVAC Care,Painting,Junagadh,4.8,Gold,21,24IRHZW7954Y1ZI,9940598991,skylinehvaccare@gmail.com,150,84,Active,4950,88580
VEN0402,Prime Security Services,Painting,Jamnagar,5.0,Gold,13,24LEADW3022C1ZX,9268343466,primesecurityservices@gmail.com,125,92,Active,2978,52070
VEN0403,Urban Furniture Solutions,Security,Jamnagar,4.1,Bronze,14,24UXVSL3047S1ZA,9267338679,urbanfurnituresolutions@gmail.com,63,84,Active,9166,109700
VEN0404,Eco Painting Infra,HVAC,Bhavnagar,3.7,Bronze,15,24DIRMG9135D1ZO,9837648115,ecopaintinginfra@gmail.com,121,80,Active,1264,28920
VEN0405,Elite HVAC Infra,Painting,Patan,4.7,Gold,10,24TDUXN7789D1ZZ,9147800972,elitehvacinfra@gmail.com,136,99,Active,5971,110660
VEN0406,Metro Pest Control Care,Water Tank Cleaning,Junagadh,4.1,Bronze,10,24LRTAG2442B1ZT,9175315114,metropestcontrolcare@gmail.com,75,91,Active,3252,25160
VEN0407,Urban Water Tank Cleaning Facility Management,Landscaping,Valsad,4.9,Gold,3,24BJDZQ8390U1ZX,9341777099,urbanwatertankcleaningfacilitymanagement@gmail.com,54,98,Active,11868,170630
VEN0408,A1 Painting Maintenance,Furniture,Surat,4.3,Silver,13,24OFYHR1503F1ZV,9202762476,a1paintingmaintenance@gmail.com,29,87,Active,312,10940
VEN0409,Royal Cleaning Works,Water Tank Cleaning,Navsari,3.9,Bronze,25,24SVPQI3903L1ZO,9184513465,royalcleaningworks@gmail.com,25,95,Active,1900,15400
VEN0410,Eco Landscaping Works,Security,Valsad,4.0,Bronze,23,24MEPQO4772X1ZP,9935391321,ecolandscapingworks@gmail.com,79,85,Active,4833,57040
VEN0411,Crystal HVAC Associates,Furniture,Patan,4.2,Silver,21,24HUQRR6655H1ZM,9448491253,crystalhvacassociates@gmail.com,123,85,Active,336,12130
VEN0412,Metro HVAC Maintenance,HVAC,Patan,4.5,Silver,8,24QQDQZ5793H1ZF,9540378658,metrohvacmaintenance@gmail.com,46,94,Active,2076,46820
VEN0413,Modern Furniture Enterprises,Furniture,Mehsana,4.3,Silver,6,24HXFLG6979Q1ZU,9163914900,modernfurnitureenterprises@gmail.com,109,96,Active,1620,57680
VEN0414,Elite HVAC Solutions,Painting,Rajkot,4.7,Gold,24,24UQNAM7238Y1ZB,9375641128,elitehvacsolutions@gmail.com,33,85,Active,5032,88080
VEN0415,Modern HVAC Works,Furniture,Morbi,3.8,Bronze,8,24GISLS7736K1ZZ,9422015085,modernhvacworks@gmail.com,79,89,Active,418,14190
VEN0416,Crystal Water Tank Cleaning Engineers,Pest Control,Navsari,4.3,Silver,6,24TSDHJ6023S1ZA,9277946131,crystalwatertankcleaningengineers@gmail.com,133,90,Active,2531,14460
VEN0417,Secure Security Infra,Pest Control,Bhavnagar,4.8,Gold,18,24MMJRB2216X1ZZ,9114560787,securesecurityinfra@gmail.com,63,86,Active,2608,15250
VEN0418,Metro Security Associates,Landscaping,Vadodara,3.7,Bronze,3,24LNGUE9827F1ZB,9922779913,metrosecurityassociates@gmail.com,58,87,Active,10909,163230
VEN0419,Royal Water Tank Cleaning Maintenance,Electrical,Surat,4.3,Silver,12,24UBMLM0552A1ZS,9497465679,royalwatertankcleaningmaintenance@gmail.com,69,93,Active,1162,33670
VEN0420,A1 Pest Control Enterprises,Pest Control,Navsari,4.1,Bronze,22,24HWGHO3499P1ZA,9394104394,a1pestcontrolenterprises@gmail.com,142,85,Active,6178,35480
VEN0421,Eco Electrical Facility Management,Landscaping,Navsari,3.9,Bronze,12,24TMRYF6313F1ZF,9619967729,ecoelectricalfacilitymanagement@gmail.com,125,89,Active,6617,98410
VEN0422,Modern Plumbing Engineers,Security,Mehsana,4.1,Bronze,16,24IOTAY0461O1ZY,9282628043,modernplumbingengineers@gmail.com,147,97,Active,3835,46620
VEN0423,Eco Furniture Maintenance,Painting,Rajkot,4.3,Silver,4,24GIMSM9066W1ZP,9295003542,ecofurnituremaintenance@gmail.com,125,84,Active,5695,99380
VEN0424,Sunrise Electrical Care,Water Tank Cleaning,Bharuch,3.9,Bronze,19,24NHAUB7738Y1ZO,9723231926,sunriseelectricalcare@gmail.com,10,84,Active,2962,24160
VEN0425,Green Pest Control Services,Cleaning,Junagadh,4.8,Gold,2,24OZYWI5230C1ZS,9051158546,greenpestcontrolservices@gmail.com,53,82,Active,4940,39500
VEN0426,Skyline Painting Care,Plumbing,Mehsana,4.2,Silver,4,24EOLUT9842T1ZM,9024226346,skylinepaintingcare@gmail.com,95,98,Active,2201,51470
VEN0427,Prime Furniture Enterprises,Plumbing,Rajkot,3.9,Bronze,2,24NYBDJ0896G1ZJ,9192970891,primefurnitureenterprises@gmail.com,101,80,Active,1228,29930
VEN0428,Urban Furniture Infra,Pest Control,Kutch,3.7,Bronze,8,24FJVCE9717D1ZP,9739420545,urbanfurnitureinfra@gmail.com,121,80,Active,7716,44010
VEN0429,Green Electrical Works,Painting,Vadodara,4.1,Bronze,15,24YQFSQ8809X1ZU,9808105140,greenelectricalworks@gmail.com,58,89,Active,916,16900
VEN0430,Modern Water Tank Cleaning Infra,HVAC,Bhavnagar,4.8,Gold,7,24YZTVE8114J1ZM,9692373808,modernwatertankcleaninginfra@gmail.com,109,81,Active,1956,44190
VEN0431,Sunrise HVAC Maintenance,Plumbing,Bhavnagar,4.6,Silver,5,24AXCZC4985E1ZT,9804823596,sunrisehvacmaintenance@gmail.com,29,95,Active,2798,64510
VEN0432,Elite Water Tank Cleaning Facility Management,Landscaping,Jamnagar,3.8,Bronze,6,24FCCKX1216K1ZW,9965587146,elitewatertankcleaningfacilitymanagement@gmail.com,13,92,Active,7939,118190
VEN0433,Sai Furniture Enterprises,Cleaning,Anand,3.6,Bronze,7,24KAMWE8949O1ZT,9247653913,saifurnitureenterprises@gmail.com,129,97,Active,3066,23730
VEN0434,Urban Electrical Works,Painting,Vadodara,4.7,Gold,13,24LAOCZ8171L1ZJ,9459991885,urbanelectricalworks@gmail.com,41,87,Active,861,16210
VEN0435,Shree Furniture Works,Plumbing,Surat,4.3,Silver,19,24JFYNJ1166Y1ZW,9196829929,shreefurnitureworks@gmail.com,112,95,Active,214,5150
VEN0436,Urban Security Enterprises,Painting,Ahmedabad,4.6,Silver,4,24GOIXP9041F1ZY,9999314523,urbansecurityenterprises@gmail.com,62,88,Active,3232,55560
VEN0437,Prime Furniture Care,Painting,Mehsana,3.8,Bronze,2,24QNNUP2485T1ZO,9187789082,primefurniturecare@gmail.com,124,93,Active,1571,27570
VEN0438,Crystal Pest Control Engineers,Electrical,Vadodara,3.9,Bronze,25,24PPJWR8946Y1ZI,9879636230,crystalpestcontrolengineers@gmail.com,129,87,Active,2909,84290
VEN0439,Elite Furniture Maintenance,Painting,Rajkot,4.2,Silver,24,24MPOPW6018U1ZD,9517369437,elitefurnituremaintenance@gmail.com,93,94,Active,2645,47400
VEN0440,Urban Water Tank Cleaning Associates,HVAC,Patan,3.7,Bronze,23,24XFEQI2404I1ZL,9839240492,urbanwatertankcleaningassociates@gmail.com,46,86,Active,2523,57180
VEN0441,Sunrise Landscaping Works,Security,Bhavnagar,4.6,Silver,17,24WIQTV2817U1ZM,9341327388,sunriselandscapingworks@gmail.com,45,85,Active,7739,94420
VEN0442,Reliable Cleaning Solutions,Painting,Navsari,3.9,Bronze,19,24NKSFC5842W1ZK,9539198825,reliablecleaningsolutions@gmail.com,26,90,Active,5019,94750
VEN0443,Royal Pest Control Services,Plumbing,Bharuch,3.9,Bronze,2,24MVZGF6202A1ZT,9445911535,royalpestcontrolservices@gmail.com,104,88,Active,3090,74870
VEN0444,Modern Security Facility Management,Security,Vadodara,4.0,Bronze,24,24DWZGN1975P1ZR,9386776594,modernsecurityfacilitymanagement@gmail.com,18,94,Active,7507,94140
VEN0445,Urban Pest Control Maintenance,Plumbing,Ahmedabad,4.2,Silver,19,24LQXMS0392I1ZX,9054713636,urbanpestcontrolmaintenance@gmail.com,82,90,Active,2497,62270
VEN0446,Royal Water Tank Cleaning Associates,Plumbing,Mehsana,4.9,Gold,2,24ZBTPU0041G1ZH,9979809730,royalwatertankcleaningassociates@gmail.com,108,98,Active,239,5800
VEN0447,Green HVAC Infra,Plumbing,Mehsana,4.6,Silver,7,24CJSWM1429U1ZC,9375069031,greenhvacinfra@gmail.com,140,80,Active,658,16140
VEN0448,Shree Security Infra,Water Tank Cleaning,Junagadh,4.0,Bronze,4,24YEQEF3895S1ZF,9878118005,shreesecurityinfra@gmail.com,35,89,Active,1416,11330
VEN0449,Gujarat Electrical Works,Water Tank Cleaning,Bhavnagar,4.6,Silver,5,24MPZXY9534D1ZV,9533281439,gujaratelectricalworks@gmail.com,127,98,Active,2021,16700
VEN0450,Metro Landscaping Solutions,Security,Kutch,4.5,Silver,19,24QHDTH6434P1ZD,9343472608,metrolandscapingsolutions@gmail.com,53,82,Active,9438,113800
VEN0451,Gujarat Water Tank Cleaning Maintenance,Security,Surat,4.4,Silver,19,24AZKJN8645F1ZQ,9369098702,gujaratwatertankcleaningmaintenance@gmail.com,57,98,Active,1090,13600
VEN0452,Shree Cleaning Infra,Electrical,Navsari,3.9,Bronze,2,24XRXIE3294E1ZE,9562967939,shreecleaninginfra@gmail.com,74,93,Active,3718,106640
VEN0453,Green Painting Facility Management,Pest Control,Bharuch,4.7,Gold,21,24ASBTD6011Z1ZP,9051797622,greenpaintingfacilitymanagement@gmail.com,150,88,Active,3324,19890
VEN0454,Metro Electrical Infra,Furniture,Vadodara,4.8,Gold,19,24WFNAM1030W1ZZ,9043747659,metroelectricalinfra@gmail.com,58,90,Active,1292,44130
VEN0455,Sai Water Tank Cleaning Services,Security,Bharuch,4.9,Gold,7,24JFQKD2011V1ZX,9480255190,saiwatertankcleaningservices@gmail.com,21,93,Active,9552,111730
VEN0456,Secure Landscaping Services,Plumbing,Mehsana,4.5,Silver,13,24AXRAA0358Y1ZU,9050845363,securelandscapingservices@gmail.com,65,95,Active,806,19610
VEN0457,A1 Security Care,Plumbing,Valsad,4.3,Silver,19,24WFHTZ3217N1ZZ,9204889162,a1securitycare@gmail.com,108,93,Active,1960,48290
VEN0458,Urban HVAC Care,Security,Kutch,4.1,Bronze,6,24SFFEF8669R1ZY,9733345499,urbanhvaccare@gmail.com,110,81,Active,2588,31120
VEN0459,Sunrise Plumbing Infra,HVAC,Bhavnagar,4.9,Gold,16,24AFOEZ6765Z1ZG,9132774675,sunriseplumbinginfra@gmail.com,14,83,Active,1542,34350
VEN0460,Om Electrical Services,Cleaning,Mehsana,3.6,Bronze,4,24IXFDF8395O1ZP,9313818119,omelectricalservices@gmail.com,109,85,Active,3325,26000
VEN0461,Sunrise Landscaping Care,Painting,Anand,4.6,Silver,5,24RDLTD3310W1ZL,9951899589,sunriselandscapingcare@gmail.com,99,82,Active,3487,60110
VEN0462,Crystal Plumbing Maintenance,HVAC,Jamnagar,4.0,Bronze,5,24ZURZI7906Z1ZP,9084181259,crystalplumbingmaintenance@gmail.com,130,90,Active,7721,166220
